model,seed,prompt_id,family,pair_id,is_financial,idx,parse_mode,name,formula,rationale,source_type,source_ref,quote_found,valid,reasons,warnings,canonical,depth,n_vars,scale_free,uses_ts,uses_note_var
gemma4-e2b-gpu,0,F4-001,F4,P01-ANV17-inventory,False,1,strict,inventory_to_revenue_ratio_lag,"safe_div(revenue, inventory_gross) * lag(1, 2)",Tỷ lệ doanh thu so với hàng tồn kho gốc trong quá khứ cho thấy khả năng thanh lý hàng tồn kho và tác động đến lợi nhuận.,line_item,"revenue, inventory_gross",False,True,,,"(lag(1,2)*safe_div(revenue,inventory_gross))",3,2,True,True,False
gemma4-e2b-gpu,0,F4-001,F4,P01-ANV17-inventory,False,2,strict,inventory_to_current_assets_ratio_delta,"delta(current_assets, 4) safe_div(inventory, current_assets)",Sự thay đổi tương đối của tỷ lệ tồn kho so với tài sản ngắn hạn phản ánh áp lực lên cấu trúc tài sản của công ty.,line_item,"current_assets, inventory",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-gpu,0,F1-002,F1,P02-HPG24-inventory,False,0,strict,inventory_writedown_ratio_lag1,"abs(inventory_writedown / (inventory_gross + 1e-6)) * lag(inventory_writedown / inventory_gross, 1)","Đo lường mức độ dự phòng giảm giá hàng tồn kho so với giá trị hàng tồn kho gốc trong kỳ trước, cho thấy rủi ro tiềm ẩn về việc ghi nhận lỗ trong tương lai.",line_item,"inventory_writedown, inventory_gross, lag",False,False,raw_division,,"(abs((inventory_writedown/(1e-06+inventory_gross)))*lag((inventory_writedown/inventory_gross),1))",5,2,False,True,False
gemma4-e2b-gpu,0,F1-002,F1,P02-HPG24-inventory,False,1,strict,inventory_writedown_zscore_current,"zscore(inventory_writedown) * zscore(inventory_writedown, 1)","Xếp hạng mức độ bất thường của dự phòng giảm giá hàng tồn kho trong kỳ hiện tại so với phân phối lịch sử, giúp xác định các quý có sự biến động bất thường về rủi ro hàng tồn kho.",line_item,"inventory_writedown, zscore",False,False,bad_arity:zscore,,"(zscore(inventory_writedown)*zscore(inventory_writedown,1))",3,1,False,False,False
gemma4-e2b-gpu,0,F1-002,F1,P02-HPG24-inventory,False,2,strict,inventory_change_vs_revenue_growth,"growth(inventory - inventory_gross, revenue, 1)","Đánh giá sự thay đổi tương đối của hàng tồn kho (sau khi loại trừ giá vốn) so với tốc độ tăng trưởng doanh thu, phản ánh hiệu quả quản lý hàng tồn kho trong bối cảnh tăng trưởng kinh doanh.",line_item,"inventory, inventory_gross, revenue, growth",False,False,bad_arity:growth,,"growth((inventory-inventory_gross),revenue,1)",3,3,False,True,False
gemma4-e2b-gpu,0,F2-002,F2,P02-HPG24-inventory,False,0,strict,inventory_writedown_zscore,zscore(inventory_writedown),"Đo lường mức độ dự phòng giảm giá hàng tồn kho so với mức trung bình của toàn thị trường, cho thấy rủi ro tiềm ẩn từ việc ghi nhận lỗ hàng tồn kho.",line_item,inventory_writedown,False,False,duplicate,,zscore(inventory_writedown),2,1,False,False,False
gemma4-e2b-gpu,0,F2-002,F2,P02-HPG24-inventory,False,1,strict,inventory_to_total_ratio_lag_1,"abs(current_assets * 0.01) safe_div(inventory_gross, current_assets) lag(abs(current_assets * 0.01), 1)","So sánh tỷ lệ hàng tồn kho (dựa trên giá gốc) so với tổng tài sản trong kỳ trước, giúp đánh giá mức độ tập trung của tài sản trong hàng tồn kho.",note,Trong hàng tồn kho tại ngày 31 tháng 12 năm 2024 có 671 tỷ VND hàng tồn kho (1/1/2024: 20.212 tỷ VND),True,False,syntax_error,,,,,False,True,False
gemma4-e2b-gpu,0,F2-002,F2,P02-HPG24-inventory,False,2,strict,inventory_writedown_growth_4,"growth(inventory_writedown, 4)","Đo lường tốc độ thay đổi của dự phòng giảm giá hàng tồn kho trong 4 quý gần nhất, giúp nhận diện xu hướng biến động của rủi ro dự phòng.",line_item,inventory_writedown,False,True,,,"growth(inventory_writedown,4)",2,1,True,True,False
gemma4-e2b-gpu,0,F3-002,F3,P02-HPG24-inventory,False,0,recovered,inventory_write_down_ratio,abs(inventory_writedown / inventory_gross),"Tỷ lệ dự phòng giảm giá hàng tồn kho so với giá gốc hàng tồn kho cho thấy mức độ rủi ro tiềm ẩn về giá trị hàng tồn kho, tỷ lệ cao có thể báo hiệu rủi ro thua lỗ trong kỳ.",line_item,"inventory_writedown, inventory_gross",False,False,raw_division,,abs((inventory_writedown/inventory_gross)),3,2,False,False,False
gemma4-e2b-gpu,0,F3-002,F3,P02-HPG24-inventory,False,1,recovered,inventory_to_assets_ratio,"safe_div(inventory, total_assets)","Tỷ lệ hàng tồn kho so với tổng tài sản thể hiện mức độ phụ thuộc của doanh nghiệp vào hàng tồn kho, tỷ lệ cao có thể làm giảm lợi suất cổ phiếu.",line_item,"inventory, total_assets",False,True,,,"safe_div(inventory,total_assets)",2,2,True,False,False
gemma4-e2b-gpu,0,F3-002,F3,P02-HPG24-inventory,False,2,recovered,inventory_write_down_risk_note,rank(inventory_writedown) - rank(inventory_writedown),"Công thức này sử dụng hàm rank để xếp hạng mức độ dự phòng giảm giá hàng tồn kho, giúp xác định cổ phiếu có mức độ rủi ro cao nhất trong lát cắt ngang.",note,Hàng tồn kho có giá trị ghi sổ là 29.769 tỷ VND (1/1/2024: 24.178 tỷ VND) được thế chấp tại các ngân hàng để đảm bảo cho các khoản vay của Tập đoàn,True,True,,,(rank(inventory_writedown)-rank(inventory_writedown)),3,1,True,False,False
gemma4-e2b-gpu,0,F1-003,F1,P03-PNJ24-inventory,False,0,strict,inventory_writedown_ratio_zscore,zscore(inventory_writedown) * log(current_assets),"Công thức này đo lường mức độ biến động của dự phòng giảm giá hàng tồn kho so với mức độ tài sản ngắn hạn, chuẩn hóa theo lát cắt ngang. Tỷ lệ cao có thể chỉ ra rủi ro kế toán hoặc sự thay đổi lớn trong chính sách quản lý hàng tồn kho, ảnh hưởng tiêu cực đến lợi suất.",line_item,"inventory_writedown, current_assets",False,True,,,(log(current_assets)*zscore(inventory_writedown)),3,2,True,False,False
gemma4-e2b-gpu,0,F1-003,F1,P03-PNJ24-inventory,False,1,strict,inventory_to_revenue_ratio_growth,"growth(inventory) safe_div(revenue, inventory)","Đo lường sự thay đổi tương đối của hàng tồn kho so với doanh thu trong các quý liên tiếp. Sự tăng trưởng bất thường của tồn kho so với doanh thu có thể là dấu hiệu của việc quản lý hàng tồn kho kém hiệu quả, gây áp lực lên lợi nhuận.",line_item,"inventory, revenue",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-gpu,0,F1-003,F1,P03-PNJ24-inventory,False,2,strict,gross_profit_vs_inventory_ratio_lag,"lag(gross_profit) safe_div(inventory_gross, gross_profit)","So sánh lợi nhuận gộp với giá vốn hàng bán (trước dự phòng) qua các quý. Nếu tỷ lệ này thay đổi mạnh, nó cho thấy sự biến động trong biên lợi nhuận gộp, là yếu tố quan trọng trong đánh giá chất lượng lợi nhuận.",line_item,"gross_profit, cogs",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-gpu,0,F2-003,F2,P03-PNJ24-inventory,False,0,strict,inventory_writedown_zscore,zscore(inventory_writedown),"Đo lường mức độ biến động của dự phòng giảm giá hàng tồn kho so với mức trung bình của toàn thị trường, cho thấy rủi ro tiềm ẩn từ việc ghi nhận lỗ hàng tồn kho.",line_item,Biến động về dự phòng giảm giá hàng tồn kho trong năm tài chính như sau,False,False,duplicate,,zscore(inventory_writedown),2,1,False,False,False
gemma4-e2b-gpu,0,F2-003,F2,P03-PNJ24-inventory,False,1,strict,inventory_writedown_lag_rank,"rank(abs(lag(inventory_writedown, 1)))","Xếp hạng dựa trên sự thay đổi gần nhất của dự phòng giảm giá hàng tồn kho, giúp nắm bắt xu hướng ngắn hạn của rủi ro tồn kho.",line_item,Biến động về dự phòng giảm giá hàng tồn kho trong năm tài chính như sau,False,True,,,"rank(abs(lag(inventory_writedown,1)))",4,1,True,True,False
gemma4-e2b-gpu,0,F2-003,F2,P03-PNJ24-inventory,False,2,strict,inventory_writedown_zscore_lag,"zscore(lag(inventory_writedown, 1))","Đo lường mức độ bất thường của dự phòng giảm giá hàng tồn kho trong kỳ hiện tại so với kỳ trước, giúp xác định các điểm bất thường về rủi ro tồn kho.",line_item,Biến động về dự phòng giảm giá hàng tồn kho trong năm tài chính như sau,False,False,duplicate,,"zscore(lag(inventory_writedown,1))",3,1,False,True,False
gemma4-e2b-gpu,0,F4-002,F4,P03-PNJ24-inventory,False,0,strict,inventory_writedown_zscore,"zscore(inventory_writedown, 4)","Độ lệch chuẩn của dự phòng giảm giá hàng tồn kho cho thấy mức độ biến động bất thường, có thể là tín hiệu định giá.",line_item,inventory_writedown,False,False,bad_arity:zscore|duplicate,,"zscore(inventory_writedown,4)",2,1,False,False,False
gemma4-e2b-gpu,0,F4-002,F4,P03-PNJ24-inventory,False,1,strict,inventory_to_revenue_ratio_lag,"safe_div(revenue, inventory_gross) * lag(1, 2)",Tỷ lệ doanh thu so với hàng tồn kho gốc trong quá khứ giúp đánh giá khả năng thanh lý hàng tồn kho.,line_item,"revenue, inventory_gross",False,False,duplicate,,"(lag(1,2)*safe_div(revenue,inventory_gross))",3,2,False,True,False
gemma4-e2b-gpu,0,F4-002,F4,P03-PNJ24-inventory,False,2,strict,inventory_to_current_assets_ratio_delta,"delta(current_assets, 4) safe_div(inventory, current_assets)",Sự thay đổi tương đối của tỷ lệ tồn kho so với tài sản ngắn hạn phản ánh áp lực thanh khoản.,line_item,"current_assets, inventory",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,0,F1-001,F1,P01-ANV17-inventory,False,0,strict,inventory_writedown_ratio_zscore,"zscore(inventory_writedown, inventory_gross, current_assets)","Công thức này đo lường mức độ dự phòng giảm giá hàng tồn kho so với giá trị hàng tồn kho gốc và tổng tài sản, chuẩn hóa theo lát cắt ngang. Lợi suất cao có thể cho thấy quản lý rủi ro hàng tồn kho hiệu quả hoặc ngược lại, nếu dự phòng quá cao so với giá trị thực tế.",line_item,"inventory_writedown, inventory_gross, current_assets",False,False,bad_arity:zscore,,"zscore(inventory_writedown,inventory_gross,current_assets)",2,3,False,False,False
gemma4-e2b-plecpu,0,F1-001,F1,P01-ANV17-inventory,False,1,strict,inventory_to_revenue_growth_lag,"growth(inventory, revenue, 1)","Đo lường tốc độ tăng trưởng của hàng tồn kho so với doanh thu trong quý trước, giúp đánh giá sự thay đổi trong cấu trúc hàng tồn kho. Tốc độ tăng trưởng có thể là tín hiệu cho sự mở rộng nhu cầu hoặc rủi ro tồn đọng.",line_item,"inventory, revenue",False,False,bad_arity:growth,,"growth(inventory,revenue,1)",2,2,False,True,False
gemma4-e2b-plecpu,0,F1-001,F1,P01-ANV17-inventory,False,2,strict,inventory_writedown_impact_zscore,"zscore(abs(inventory_writedown), cogs, market_cap)",Công thức này chuẩn hóa giá trị tuyệt đối của dự phòng giảm giá hàng tồn kho theo giá vốn hàng bán và vốn hóa thị trường. Nó giúp xác định các cổ phiếu có mức độ rủi ro/biến động liên quan đến việc ghi nhận tổn thất hàng tồn kho cao hơn mức trung bình thị trường.,line_item,"inventory_writedown, cogs, market_cap",False,False,bad_arity:zscore,,"zscore(abs(inventory_writedown),cogs,market_cap)",3,3,False,False,False
gemma4-e2b-plecpu,0,F2-001,F2,P01-ANV17-inventory,False,0,strict,inventory_writedown_zscore,zscore(inventory_writedown),"Đo lường mức độ biến động của dự phòng giảm giá hàng tồn kho so với mức trung bình của toàn thị trường, cho thấy rủi ro tiềm ẩn từ việc ghi nhận lỗ trong kỳ.",line_item,Dự phòng giảm giá hàng tồn kho,False,True,,,zscore(inventory_writedown),2,1,True,False,False
gemma4-e2b-plecpu,0,F2-001,F2,P01-ANV17-inventory,False,1,strict,inventory_writedown_lag_rank,"rank(lag(inventory_writedown, 1))","Xếp hạng dựa trên sự thay đổi của dự phòng giảm giá hàng tồn kho trong quý trước, giúp nắm bắt xu hướng biến động ngắn hạn của rủi ro tồn kho.",line_item,Trích lập/(Hoàn nhập) dự phòng dự phòng giảm giá hàng tồn kho,False,True,,,"rank(lag(inventory_writedown,1))",3,1,True,True,False
gemma4-e2b-plecpu,0,F2-001,F2,P01-ANV17-inventory,False,2,strict,inventory_writedown_zscore_lag,"zscore(lag(inventory_writedown, 1))","Đo lường mức độ bất thường của sự thay đổi dự phòng giảm giá hàng tồn kho trong quý trước so với phân phối toàn thị trường, giúp xác định các cổ phiếu có rủi ro biến động cao.",line_item,Dự phòng giảm giá hàng tồn kho,False,True,,,"zscore(lag(inventory_writedown,1))",3,1,True,True,False
gemma4-e2b-plecpu,0,F3-001,F3,P01-ANV17-inventory,False,0,strict,inventory_writedown_ratio_to_assets,abs(inventory_writedown / total_assets),"Tỷ lệ dự phòng giảm giá hàng tồn kho so với tổng tài sản cho thấy mức độ rủi ro tiềm ẩn từ hàng tồn kho, tỷ lệ cao có thể báo hiệu rủi ro thua lỗ trong kỳ.",line_item,"inventory_writedown, total_assets",False,False,raw_division,,abs((inventory_writedown/total_assets)),3,2,False,False,False
gemma4-e2b-plecpu,0,F3-001,F3,P01-ANV17-inventory,False,1,strict,inventory_writedown_change_to_assets,"delta(inventory_writedown, 4) * safe_div(1, total_assets)",Sự thay đổi của dự phòng giảm giá hàng tồn kho so với quy mô tài sản tổng thể là một chỉ báo về sự biến động trong việc đánh giá giá trị hàng tồn kho.,line_item,"inventory_writedown, total_assets",False,True,,,"(delta(inventory_writedown,4)*safe_div(1,total_assets))",3,2,True,True,False
gemma4-e2b-plecpu,0,F3-001,F3,P01-ANV17-inventory,False,2,strict,inventory_writedown_note,1,"Dựa trên thông tin: ""Dự phòng giảm giá hàng tồn kho được lập cho từng mặt hàng tồn kho có giá gốc lớn hơn giá trị thuần có thể thực hiện được.""",note,Dự phòng giảm giá hàng tồn kho được lập cho từng mặt hàng tồn kho có giá gốc lớn hơn giá trị thuần có thể thực hiện được.,True,False,constant_only,,1,1,0,False,False,False
gemma4-e2b-plecpu,0,F4-001,F4,P01-ANV17-inventory,False,0,strict,inventory_writedown_zscore,"zscore(inventory_writedown, 4)","Đo lường mức độ biến động của dự phòng giảm giá hàng tồn kho so với mức trung bình thị trường, giúp xác định rủi ro định giá.",line_item,inventory_writedown,False,False,bad_arity:zscore,,"zscore(inventory_writedown,4)",2,1,False,False,False
gemma4-e2b-plecpu,0,F4-001,F4,P01-ANV17-inventory,False,1,strict,inventory_to_revenue_ratio_lag,"safe_div(revenue, inventory_gross) * lag(1, 2)",Tỷ lệ doanh thu so với hàng tồn kho gốc trong quá khứ cho thấy khả năng thanh lý hàng tồn kho và tác động đến lợi nhuận.,line_item,"revenue, inventory_gross",False,True,,,"(lag(1,2)*safe_div(revenue,inventory_gross))",3,2,True,True,False
gemma4-e2b-plecpu,0,F4-001,F4,P01-ANV17-inventory,False,2,strict,inventory_to_current_assets_ratio_delta,"delta(current_assets, 4) safe_div(inventory, current_assets)",Sự thay đổi tương đối của tỷ lệ tồn kho so với tài sản ngắn hạn phản ánh áp lực lên cấu trúc tài sản của công ty.,line_item,"current_assets, inventory",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,0,F1-002,F1,P02-HPG24-inventory,False,0,strict,inventory_writedown_ratio_lag1,"abs(inventory_writedown / (inventory_gross + 1e-6)) * lag(inventory_writedown / inventory_gross, 1)","Đo lường mức độ dự phòng giảm giá hàng tồn kho so với giá trị hàng tồn kho gốc trong kỳ trước, cho thấy rủi ro tiềm ẩn về việc ghi nhận lỗ trong tương lai.",line_item,"inventory_writedown, inventory_gross, lag",False,False,raw_division,,"(abs((inventory_writedown/(1e-06+inventory_gross)))*lag((inventory_writedown/inventory_gross),1))",5,2,False,True,False
gemma4-e2b-plecpu,0,F1-002,F1,P02-HPG24-inventory,False,1,strict,inventory_writedown_zscore_current,"zscore(inventory_writedown) * zscore(inventory_writedown, 1)","Xếp hạng mức độ bất thường của dự phòng giảm giá hàng tồn kho trong kỳ hiện tại so với phân phối lịch sử, giúp xác định các quý có sự biến động bất thường về rủi ro hàng tồn kho.",line_item,"inventory_writedown, zscore",False,False,bad_arity:zscore,,"(zscore(inventory_writedown)*zscore(inventory_writedown,1))",3,1,False,False,False
gemma4-e2b-plecpu,0,F1-002,F1,P02-HPG24-inventory,False,2,strict,inventory_change_vs_revenue_growth,"growth(inventory - inventory_gross, revenue, 1)","Đánh giá sự thay đổi tương đối của hàng tồn kho (sau khi loại trừ giá vốn) so với tốc độ tăng trưởng doanh thu, phản ánh hiệu quả quản lý hàng tồn kho trong bối cảnh tăng trưởng kinh doanh.",line_item,"inventory, inventory_gross, revenue, growth",False,False,bad_arity:growth,,"growth((inventory-inventory_gross),revenue,1)",3,3,False,True,False
gemma4-e2b-plecpu,0,F2-002,F2,P02-HPG24-inventory,False,0,strict,inventory_writedown_zscore,zscore(inventory_writedown),"Đo lường mức độ dự phòng giảm giá hàng tồn kho so với mức trung bình của toàn thị trường, cho thấy rủi ro tiềm ẩn từ việc ghi nhận lỗ hàng tồn kho.",line_item,inventory_writedown,False,False,duplicate,,zscore(inventory_writedown),2,1,False,False,False
gemma4-e2b-plecpu,0,F2-002,F2,P02-HPG24-inventory,False,1,strict,inventory_to_total_ratio_lag_1,"abs(current_assets * 0.01) safe_div(inventory_gross, current_assets) lag(abs(current_assets * 0.01), 1)","So sánh tỷ lệ hàng tồn kho (dựa trên giá gốc) so với tổng tài sản trong kỳ trước, giúp đánh giá mức độ tập trung của tài sản trong hàng tồn kho.",note,Trong hàng tồn kho tại ngày 31 tháng 12 năm 2024 có 671 tỷ VND hàng tồn kho (1/1/2024: 20.212 tỷ VND),True,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,0,F2-002,F2,P02-HPG24-inventory,False,2,strict,inventory_writedown_growth_4,"growth(inventory_writedown, 4)","Đo lường tốc độ thay đổi của dự phòng giảm giá hàng tồn kho trong 4 quý gần nhất, giúp nhận diện xu hướng biến động của rủi ro dự phòng.",line_item,inventory_writedown,False,True,,,"growth(inventory_writedown,4)",2,1,True,True,False
gemma4-e2b-plecpu,0,F3-002,F3,P02-HPG24-inventory,False,0,recovered,inventory_write_down_ratio,abs(inventory_writedown / inventory_gross),"Tỷ lệ dự phòng giảm giá hàng tồn kho so với giá gốc hàng tồn kho cho thấy mức độ rủi ro tiềm ẩn về giá trị hàng tồn kho, tỷ lệ cao có thể báo hiệu rủi ro thua lỗ trong kỳ.",line_item,"inventory_writedown, inventory_gross",False,False,raw_division,,abs((inventory_writedown/inventory_gross)),3,2,False,False,False
gemma4-e2b-plecpu,0,F3-002,F3,P02-HPG24-inventory,False,1,recovered,inventory_to_assets_ratio,"safe_div(inventory, total_assets)","Tỷ lệ hàng tồn kho so với tổng tài sản thể hiện mức độ phụ thuộc của doanh nghiệp vào hàng tồn kho, tỷ lệ cao có thể làm giảm lợi suất cổ phiếu.",line_item,"inventory, total_assets",False,True,,,"safe_div(inventory,total_assets)",2,2,True,False,False
gemma4-e2b-plecpu,0,F3-002,F3,P02-HPG24-inventory,False,2,recovered,inventory_write_down_risk_note,rank(inventory_writedown) - rank(inventory_writedown),"Công thức này sử dụng hàm rank để xếp hạng mức độ dự phòng giảm giá hàng tồn kho, giúp xác định cổ phiếu có mức độ rủi ro cao nhất trong lát cắt ngang.",note,Hàng tồn kho có giá trị ghi sổ là 29.769 tỷ VND (1/1/2024: 24.178 tỷ VND) được thế chấp tại các ngân hàng để đảm bảo cho các khoản vay của Tập đoàn,True,True,,,(rank(inventory_writedown)-rank(inventory_writedown)),3,1,True,False,False
gemma4-e2b-plecpu,0,F1-003,F1,P03-PNJ24-inventory,False,0,strict,inventory_writedown_ratio_zscore,zscore(inventory_writedown) * log(current_assets),"Công thức này đo lường mức độ biến động của dự phòng giảm giá hàng tồn kho so với mức độ tài sản ngắn hạn, chuẩn hóa theo lát cắt ngang. Tỷ lệ cao có thể chỉ ra rủi ro kế toán hoặc sự thay đổi lớn trong chính sách quản lý hàng tồn kho, ảnh hưởng tiêu cực đến lợi suất.",line_item,"inventory_writedown, current_assets",False,True,,,(log(current_assets)*zscore(inventory_writedown)),3,2,True,False,False
gemma4-e2b-plecpu,0,F1-003,F1,P03-PNJ24-inventory,False,1,strict,inventory_to_revenue_ratio_growth,"growth(inventory) safe_div(revenue, inventory)","Đo lường sự thay đổi tương đối của hàng tồn kho so với doanh thu trong các quý liên tiếp. Sự tăng trưởng bất thường của tồn kho so với doanh thu có thể là dấu hiệu của việc quản lý hàng tồn kho kém hiệu quả, gây áp lực lên lợi nhuận.",line_item,"inventory, revenue",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,0,F1-003,F1,P03-PNJ24-inventory,False,2,strict,gross_profit_vs_inventory_ratio_lag,"lag(gross_profit) safe_div(inventory_gross, gross_profit)","So sánh lợi nhuận gộp với giá vốn hàng bán (trước dự phòng) qua các quý. Nếu tỷ lệ này thay đổi mạnh, nó cho thấy sự biến động trong biên lợi nhuận gộp, là yếu tố quan trọng trong đánh giá chất lượng lợi nhuận.",line_item,"gross_profit, cogs",False,False,syntax_error,,,,,False,True,False
gemma4-e2b-plecpu,0,F2-003,F2,P03-PNJ24-inventory,False,0,strict,inventory_writedown_zscore,zscore(inventory_writedown),"Đo lường mức độ biến động của dự phòng giảm giá hàng tồn kho so với mức trung bình của toàn thị trường, cho thấy rủi ro tiềm ẩn từ việc ghi nhận lỗ hàng tồn kho.",line_item,Biến động về dự phòng giảm giá hàng tồn kho trong năm tài chính như sau,False,False,duplicate,,zscore(inventory_writedown),2,1,False,False,False
gemma4-e2b-plecpu,0,F2-003,F2,P03-PNJ24-inventory,False,1,strict,inventory_writedown_lag_rank,"rank(abs(lag(inventory_writedown, 1)))","Xếp hạng dựa trên sự thay đổi gần nhất của dự phòng giảm giá hàng tồn kho, giúp nắm bắt xu hướng ngắn hạn của rủi ro tồn kho.",line_item,Biến động về dự phòng giảm giá hàng tồn kho trong năm tài chính như sau,False,True,,,"rank(abs(lag(inventory_writedown,1)))",4,1,True,True,False
gemma4-e2b-plecpu,0,F2-003,F2,P03-PNJ24-inventory,False,2,strict,inventory_writedown_zscore_lag,"zscore(lag(inventory_writedown, 1))","Đo lường mức độ bất thường của dự phòng giảm giá hàng tồn kho trong kỳ hiện tại so với kỳ trước, giúp xác định các điểm bất thường về rủi ro tồn kho.",line_item,Biến động về dự phòng giảm giá hàng tồn kho trong năm tài chính như sau,False,False,duplicate,,"zscore(lag(inventory_writedown,1))",3,1,False,True,False
gemma4-e2b-plecpu,0,F4-002,F4,P03-PNJ24-inventory,False,0,strict,inventory_writedown_zscore,"zscore(inventory_writedown, 4)","Độ lệch chuẩn của dự phòng giảm giá hàng tồn kho cho thấy mức độ biến động bất thường, có thể là tín hiệu định giá.",line_item,inventory_writedown,False,False,bad_arity:zscore|duplicate,,"zscore(inventory_writedown,4)",2,1,False,False,False
